model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,kera-onnx,1,0,onnxruntime,89756056,44688713,3.662640333175659,0.011494636535644531,15.278793096542358,,19.35643243789673,1.2420012e-08,6.730261e-11,3.6948222e-13,1.1920929e-07,6.217201e-06,7.8282965e-06,1.0741465e-07,1.33176745e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,keras-keras2,1,0,onnx2keras,89756056,44817208,3.662640333175659,0.41605257987976074,0.5529835224151611,0.18264460563659668,5.873828649520874,8.790192e-10,1.06638254e-10,0.0,5.646143e-09,1.2196148e-05,1.2904395e-05,0.0,2.2912012e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,onnx-keras2,1,0,onnx2keras,89756056,44817208,3.662640333175659,0.41605257987976074,0.5529835224151611,0.18264460563659668,5.873828649520874,1.2423373e-08,2.55568e-10,4.0145665e-13,1.1920929e-07,9.629752e-06,9.391314e-06,1.1928459e-07,2.1774411e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,kera-onnx,1,1,onnxruntime,89756056,44688719,0.07087397575378418,0.010683774948120117,12.378127574920654,,12.69070029258728,2.674554e-10,6.0254024e-11,0.0,1.7462298e-09,5.5488113e-06,5.7550847e-06,0.0,1.1464533e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,keras-keras2,1,1,onnx2keras,89756056,44817208,0.07087397575378418,0.34334731101989746,0.49443817138671875,0.18102312088012695,2.0147080421447754,1.6417392e-10,6.5597305e-11,0.0,7.6397555e-10,6.7775713e-06,6.6610382e-06,0.0,1.3417687e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,onnx-keras2,1,1,onnx2keras,89756056,44817208,0.07087397575378418,0.34334731101989746,0.49443817138671875,0.18102312088012695,2.0147080421447754,4.1191955e-10,5.468337e-11,0.0,2.066372e-09,9.657927e-06,9.999512e-06,0.0,2.2937855e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,kera-onnx,1,2,onnxruntime,89756056,44688719,0.07032632827758789,0.011908769607543945,10.82948088645935,,11.123516082763672,8.3209173e-10,2.1623237e-10,0.0,6.2282197e-09,1.3853512e-05,1.4748211e-05,0.0,2.4840589e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,keras-keras2,1,2,onnx2keras,89756056,44817208,0.07032632827758789,0.33974528312683105,0.5104837417602539,0.18021917343139648,2.037184238433838,1.1741108e-09,2.6147973e-10,0.0,8.381903e-09,1.8347895e-05,2.0030977e-05,0.0,2.5642177e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,onnx-keras2,1,2,onnx2keras,89756056,44817208,0.07032632827758789,0.33974528312683105,0.5104837417602539,0.18021917343139648,2.037184238433838,3.4201902e-10,4.0699888e-11,0.0,2.1536835e-09,4.4943213e-06,3.8093585e-06,0.0,1.0555345e-05
resnet18,keras,2,tf_resnet18-cifar10_2021-10-29_2,kera-onnx,1,3,onnxruntime,89756056,44688723,0.0661473274230957,0.010629415512084961,10.449143886566162,,10.712269067764282,4.9829296e-10,1.0936674e-10,0.0,2.6775524e-09,1.094954e-05,1.1430159e-05,0.0,1.7110733e-05
