model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,kera-onnx,1,0,onnxruntime,89756056,44688713,3.351592779159546,0.011241912841796875,12.534366607666016,,16.208571195602417,1.5441852e-10,1.3100632e-14,0.0,1.5279511e-09,3.1890345e-06,1.0382959e-06,0.0,1.0556729e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,keras-keras2,1,0,onnx2keras,89756056,44817208,3.351592779159546,0.4040646553039551,0.49870824813842773,0.16075897216796875,5.434022426605225,3.5323883e-10,4.862777e-14,0.0,2.910383e-09,9.848067e-06,9.558175e-06,0.0,2.291114e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,onnx-keras2,1,0,onnx2keras,89756056,44817208,3.351592779159546,0.4040646553039551,0.49870824813842773,0.16075897216796875,5.434022426605225,2.0200885e-10,6.128431e-14,0.0,1.382432e-09,9.037617e-06,1.1012988e-05,0.0,1.3470369e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,kera-onnx,1,1,onnxruntime,89756056,44688719,0.06674885749816895,0.011891365051269531,10.977434873580933,,11.242650032043457,3.5862055e-10,7.563394e-15,0.0,3.2305252e-09,3.167114e-06,1.3766911e-06,0.0,1.4324065e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,keras-keras2,1,1,onnx2keras,89756056,44817208,0.06674885749816895,0.3365905284881592,0.49159955978393555,0.18437814712524414,1.9889740943908691,1.5953663e-10,5.6066263e-14,0.0,8.58563e-10,7.726601e-06,7.611015e-06,0.0,1.7163615e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,onnx-keras2,1,1,onnx2keras,89756056,44817208,0.06674885749816895,0.3365905284881592,0.49159955978393555,0.18437814712524414,1.9889740943908691,2.7530872e-10,4.8849813e-14,0.0,2.3719622e-09,6.6987386e-06,8.152735e-06,0.0,1.1437767e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,kera-onnx,1,2,onnxruntime,89756056,44688719,0.06551051139831543,0.01067042350769043,10.140543460845947,,10.390822887420654,1.2151017e-08,1.4921397e-13,8.881784e-16,1.1920929e-07,3.8379294e-06,3.6252604e-06,1.1360042e-07,7.6682545e-06
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,keras-keras2,1,2,onnx2keras,89756056,44817208,0.06551051139831543,0.35974717140197754,0.5157768726348877,0.1887214183807373,2.0773813724517822,4.782049e-10,1.254552e-14,0.0,4.278263e-09,5.0767703e-06,3.8152916e-06,0.0,1.5232769e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,onnx-keras2,1,2,onnx2keras,89756056,44817208,0.06551051139831543,0.35974717140197754,0.5157768726348877,0.1887214183807373,2.0773813724517822,1.2169082e-08,8.526513e-14,1.9151347e-15,1.1920929e-07,4.1766207e-06,3.6589618e-06,1.192491e-07,7.5645726e-06
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,kera-onnx,1,3,onnxruntime,89756056,44688723,0.07000207901000977,0.011873245239257812,10.196184635162354,,10.449800491333008,1.5312265e-10,3.996803e-14,0.0,1.1059456e-09,5.3387307e-06,5.7534107e-06,0.0,7.673085e-06
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,keras-keras2,1,3,onnx2keras,89756056,44817208,0.07000207901000977,0.33659839630126953,0.48628735542297363,0.18110346794128418,1.9818322658538818,1.3766847e-10,1.070255e-13,0.0,7.421477e-10,1.1359735e-05,1.1461446e-05,0.0,2.1020664e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,onnx-keras2,1,3,onnx2keras,89756056,44817208,0.07000207901000977,0.33659839630126953,0.48628735542297363,0.18110346794128418,1.9818322658538818,6.2267656e-11,7.727152e-14,0.0,3.6379788e-10,9.819194e-06,1.0500462e-05,0.0,1.9032928e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,kera-onnx,1,4,onnxruntime,89756056,44688726,0.06664466857910156,0.011261940002441406,9.908626556396484,,10.141342639923096,1.2145198e-08,2.2515323e-13,2.4980018e-15,1.1920929e-07,7.7843315e-06,9.406693e-06,1.1923748e-07,1.2316217e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,keras-keras2,1,4,onnx2keras,89756056,44817208,0.06664466857910156,0.35971570014953613,0.5188701152801514,0.18583059310913086,2.0818495750427246,4.048414e-11,8.104628e-14,0.0,2.401066e-10,5.43808e-06,4.8007e-06,0.0,1.7219612e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,onnx-keras2,1,4,onnx2keras,89756056,44817208,0.06664466857910156,0.35971570014953613,0.5188701152801514,0.18583059310913086,2.0818495750427246,1.2184758e-08,1.4299673e-13,8.049117e-16,1.1920929e-07,4.523465e-06,3.649749e-06,1.192375e-07,1.3243976e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,kera-onnx,1,5,onnxruntime,89756056,44688726,0.0702662467956543,0.011008501052856445,10.167494773864746,,10.407311916351318,9.300135e-11,2.0650148e-14,0.0,5.2386895e-10,3.5137532e-06,1.950944e-06,0.0,1.040646e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,keras-keras2,1,5,onnx2keras,89756056,44817208,0.0702662467956543,0.3367941379547119,0.4879889488220215,0.179426908493042,1.9855947494506836,9.600441e-11,2.897682e-14,0.0,5.0931703e-10,5.3214017e-06,5.7022726e-06,0.0,1.134399e-05
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,onnx-keras2,1,5,onnx2keras,89756056,44817208,0.0702662467956543,0.3367941379547119,0.4879889488220215,0.179426908493042,1.9855947494506836,1.0778112e-10,1.4210855e-14,0.0,1.033186e-09,3.1742766e-06,2.8808677e-06,0.0,7.735867e-06
resnet18,keras,8,tf_resnet18-cifar10_2021-10-29_8,kera-onnx,1,6,onnxruntime,89756056,44688726,0.06719446182250977,0.010875225067138672,9.802722215652466,,10.080210208892822,4.4994945e-11,5.3845817e-14,0.0,2.4374458e-10,6.2094477e-06,5.670075e-06,0.0,1.903166e-05
