model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,kera-onnx,1,0,onnxruntime,89756056,44688713,3.330627918243408,0.011302947998046875,12.486011743545532,,16.140634298324585,5.7158815e-07,2.8526301e-09,1.5365487e-13,2.9206276e-06,1.0111408e-05,7.9937545e-06,3.522393e-06,1.6574708e-05
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,keras-keras2,1,0,onnx2keras,89756056,44817208,3.330627918243408,0.40898799896240234,0.5041990280151367,0.16422033309936523,5.453462839126587,4.2628198e-08,1.2641976e-09,8.260059e-14,2.3841858e-07,4.808997e-06,5.683697e-06,2.8754135e-07,9.221407e-06
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,onnx-keras2,1,0,onnx2keras,89756056,44817208,3.330627918243408,0.40898799896240234,0.5041990280151367,0.16422033309936523,5.453462839126587,5.2895996e-07,1.3324097e-10,5.3290705e-14,2.682209e-06,5.549481e-06,4.470422e-06,2.1219094e-07,1.589096e-05
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,kera-onnx,1,1,onnxruntime,89756056,44688719,0.06755661964416504,0.011038541793823242,11.5763258934021,,11.81549334526062,7.625839e-08,2.4306246e-09,7.194245e-14,3.5762787e-07,6.4761966e-06,6.2483978e-06,4.5844408e-07,1.6697377e-05
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,keras-keras2,1,1,onnx2keras,89756056,44817208,0.06755661964416504,0.3327615261077881,0.5155901908874512,0.18194794654846191,2.07013201713562,2.0553225e-07,2.0263542e-09,8.7041485e-14,1.013279e-06,7.4215177e-06,7.2965286e-06,1.2843791e-06,2.160361e-05
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,onnx-keras2,1,1,onnx2keras,89756056,44817208,0.06755661964416504,0.3327615261077881,0.5155901908874512,0.18194794654846191,2.07013201713562,1.3036765e-07,4.042704e-10,1.5099033e-14,6.556511e-07,2.4505027e-06,2.2829659e-06,4.6673654e-07,4.906314e-06
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,kera-onnx,1,2,onnxruntime,89756056,44688719,0.06604528427124023,0.010924339294433594,9.886581182479858,,10.126549243927002,3.635657e-07,3.2214302e-09,2.842171e-14,1.847744e-06,5.240513e-06,4.1380017e-06,1.2394714e-06,1.0775299e-05
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,keras-keras2,1,2,onnx2keras,89756056,44817208,0.06604528427124023,0.33362507820129395,0.49222397804260254,0.18282461166381836,2.00923228263855,2.0721022e-07,4.8657967e-09,2.1316282e-14,1.013279e-06,6.0400575e-06,4.5697134e-06,5.328533e-07,1.7154167e-05
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,onnx-keras2,1,2,onnx2keras,89756056,44817208,0.06604528427124023,0.33362507820129395,0.49222397804260254,0.18282461166381836,2.00923228263855,1.595511e-07,1.6443664e-09,2.842171e-14,8.34465e-07,2.7935998e-06,3.0230492e-06,2.1332657e-07,6.3789366e-06
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,kera-onnx,1,3,onnxruntime,89756056,44688723,0.06443572044372559,0.010661602020263672,10.181804895401001,,10.42776346206665,3.7335788e-08,6.48015e-11,7.1054274e-15,1.7881393e-07,3.1044226e-06,1.3067008e-06,1.168916e-07,8.724888e-06
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,keras-keras2,1,3,onnx2keras,89756056,44817208,0.06443572044372559,0.33344388008117676,0.4900345802307129,0.18694853782653809,1.99137282371521,7.159895e-08,1.8196715e-09,1.3677948e-13,3.5762787e-07,6.8747127e-06,7.2424655e-06,4.6789552e-07,1.4806179e-05
resnet18,keras,7,tf_resnet18-cifar10_2021-10-29_7,onnx-keras2,1,3,onnx2keras,89756056,44817208,0.06443572044372559,0.33344388008117676,0.4900345802307129,0.18694853782653809,1.99137282371521,4.5578883e-08,1.75487e-09,2.0961011e-13,2.3841858e-07,8.904875e-06,8.538567e-06,3.1193034e-07,1.8715942e-05
