model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,kera-onnx,1,0,onnxruntime,89756056,44688713,3.498915910720825,0.011357784271240234,12.575061082839966,,16.40126872062683,2.0218971e-08,3.3651304e-10,2.9558578e-12,1.1920929e-07,6.0711473e-06,6.3060534e-06,1.0216428e-07,1.24565495e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,keras-keras2,1,0,onnx2keras,89756056,44817200,3.498915910720825,0.40360283851623535,0.5011038780212402,0.16193246841430664,5.600603342056274,2.1082198e-07,8.6583896e-10,7.3896445e-12,1.0728836e-06,1.941546e-05,2.1265922e-05,1.1344188e-06,2.6497735e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,onnx-keras2,1,0,onnx2keras,89756056,44817200,3.498915910720825,0.40360283851623535,0.5011038780212402,0.16193246841430664,5.600603342056274,2.3009109e-07,5.293259e-10,4.0358827e-12,1.1920929e-06,1.3719003e-05,1.3741939e-05,1.2604653e-06,2.154653e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,kera-onnx,1,1,onnxruntime,89756056,44688719,0.06859874725341797,0.010616540908813477,11.523600578308105,,11.838802099227905,3.8626148e-08,7.003109e-11,1.7053026e-13,1.937151e-07,2.4443984e-06,2.4118078e-06,1.8761146e-07,4.559184e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,keras-keras2,1,1,onnx2keras,89756056,44817208,0.06859874725341797,0.33054184913635254,0.48917341232299805,0.18087244033813477,1.9673891067504883,1.1693447e-07,9.822543e-11,6.252776e-13,5.9604645e-07,4.8029137e-06,3.6944584e-06,6.253713e-07,1.3063927e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,onnx-keras2,1,1,onnx2keras,89756056,44817208,0.06859874725341797,0.33054184913635254,0.48917341232299805,0.18087244033813477,1.9673891067504883,7.833985e-08,1.546141e-10,1.1368684e-13,4.172325e-07,3.9739316e-06,3.8047697e-06,4.0752022e-07,8.504705e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,kera-onnx,1,2,onnxruntime,89756056,44688719,0.06506800651550293,0.011870622634887695,10.267613887786865,,10.536203861236572,1.1488271e-07,8.731149e-11,5.7411853e-12,5.9604645e-07,4.53963e-06,4.568288e-06,6.380259e-07,1.1874756e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,keras-keras2,1,2,onnx2keras,89756056,44817208,0.06506800651550293,0.33049702644348145,0.4826233386993408,0.17850899696350098,1.9927289485931396,8.899342e-08,1.6143531e-10,2.1032065e-12,4.3213367e-07,4.689421e-06,4.296596e-06,4.466182e-07,9.087267e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,onnx-keras2,1,2,onnx2keras,89756056,44817208,0.06506800651550293,0.33049702644348145,0.4826233386993408,0.17850899696350098,1.9927289485931396,3.393717e-08,1.8189894e-10,3.637979e-12,1.7881393e-07,6.088863e-06,7.505253e-06,1.914078e-07,9.728007e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,kera-onnx,1,3,onnxruntime,89756056,44688723,0.06502413749694824,0.010671854019165039,9.956845760345459,,10.193049192428589,4.9981544e-08,1.2823875e-10,7.9580786e-13,2.9802322e-07,4.3556e-06,3.7410596e-06,3.1761905e-07,1.2750345e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,keras-keras2,1,3,onnx2keras,89756056,44817208,0.06502413749694824,0.3331279754638672,0.4932520389556885,0.1799914836883545,1.9823706150054932,5.6203465e-08,2.2828317e-10,1.1368684e-12,2.9802322e-07,5.31511e-06,4.0322116e-06,3.1761905e-07,1.3919178e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,onnx-keras2,1,3,onnx2keras,89756056,44817208,0.06502413749694824,0.3331279754638672,0.4932520389556885,0.1799914836883545,1.9823706150054932,6.545315e-09,1.72804e-10,0.0,3.7252903e-08,4.015414e-06,4.448147e-06,0.0,7.665131e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,kera-onnx,1,4,onnxruntime,89756056,44688726,0.06507158279418945,0.011805295944213867,9.84183144569397,,10.10681939125061,3.311392e-08,7.912604e-11,1.7053026e-12,2.3841858e-07,2.7263854e-06,2.3508753e-06,2.519338e-07,6.491708e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,keras-keras2,1,4,onnx2keras,89756056,44817208,0.06507158279418945,0.33845090866088867,0.49366140365600586,0.18393659591674805,2.024496078491211,6.8176633e-09,3.956302e-11,0.0,6.7055225e-08,3.2782616e-06,2.81247e-06,0.0,7.644068e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,onnx-keras2,1,4,onnx2keras,89756056,44817208,0.06507158279418945,0.33845090866088867,0.49366140365600586,0.18393659591674805,2.024496078491211,3.9834653e-08,1.0822987e-10,1.8189894e-12,2.3841858e-07,2.9521084e-06,2.6599896e-06,1.7199389e-07,6.4916658e-06
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,kera-onnx,1,5,onnxruntime,89756056,44688726,0.06780195236206055,0.010862112045288086,10.432768106460571,,10.678723335266113,1.277192e-07,3.8198777e-10,3.4106051e-12,6.556511e-07,7.4378268e-06,7.1141094e-06,6.963485e-07,2.125522e-05
resnet18,keras,3,tf_resnet18-cifar10_2021-10-29_3,keras-keras2,1,5,onnx2keras,89756056,44817208,0.06780195236206055,0.33289599418640137,0.4952220916748047,0.18168401718139648,1.9797961711883545,1.379228e-07,5.347829e-10,9.038104e-12,6.556511e-07,9.850904e-06,8.358768e-06,6.963485e-07,2.7986229e-05
