model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,kera-onnx,1,0,onnxruntime,89756056,44688713,3.26953125,0.011322975158691406,12.632795572280884,,16.226975917816162,5.472183e-07,1.382432e-10,0.0,2.7418137e-06,3.6419983e-06,3.688021e-06,0.0,9.404237e-06
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,keras-keras2,1,0,onnx2keras,89756056,44817208,3.26953125,0.4043395519256592,0.5159716606140137,0.17330646514892578,5.398192405700684,3.537951e-07,5.102265e-10,9.663381e-13,1.7881393e-06,5.8545434e-06,5.9973863e-06,1.5391855e-06,1.1646067e-05
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,onnx-keras2,1,0,onnx2keras,89756056,44817208,3.26953125,0.4043395519256592,0.5159716606140137,0.17330646514892578,5.398192405700684,1.9767114e-07,6.484697e-10,3.9790393e-13,9.834766e-07,6.10016e-06,5.2050673e-06,4.6844778e-07,1.3716306e-05
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,kera-onnx,1,1,onnxruntime,89756056,44688719,0.06844401359558105,0.011731863021850586,11.500945091247559,,11.777230024337769,5.617615e-07,5.079528e-10,9.947598e-13,2.8014183e-06,5.0622784e-06,5.0794542e-06,6.359871e-07,8.223779e-06
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,keras-keras2,1,1,onnx2keras,89756056,44817208,0.06844401359558105,0.3585226535797119,0.5029313564300537,0.19838738441467285,2.0661768913269043,2.3323643e-07,7.3714546e-10,5.1159077e-13,1.1622906e-06,3.2913206e-06,2.5427262e-06,7.4149966e-07,1.1331699e-05
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,onnx-keras2,1,1,onnx2keras,89756056,44817208,0.06844401359558105,0.3585226535797119,0.5029313564300537,0.19838738441467285,2.0661768913269043,3.3062707e-07,2.6557245e-10,3.9790393e-13,1.66893e-06,3.2113578e-06,2.8332693e-06,1.4133047e-07,1.0677075e-05
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,kera-onnx,1,2,onnxruntime,89756056,44688719,0.06936812400817871,0.011777400970458984,10.328412294387817,,10.60026216506958,9.410884e-08,1.0641088e-10,0.0,4.7683716e-07,3.428852e-06,1.8197566e-06,0.0,9.523384e-06
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,keras-keras2,1,2,onnx2keras,89756056,44817208,0.06936812400817871,0.3325920104980469,0.49965476989746094,0.18247127532958984,2.0745601654052734,1.478757e-07,1.1959855e-10,6.536993e-13,7.1525574e-07,5.7863595e-06,3.2708213e-06,1.2582279e-06,2.2739208e-05
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,onnx-keras2,1,2,onnx2keras,89756056,44817208,0.06936812400817871,0.3325920104980469,0.49965476989746094,0.18247127532958984,2.0745601654052734,5.491495e-08,1.5870683e-10,6.6791017e-13,2.682209e-07,5.8197747e-06,6.042998e-06,4.441966e-07,1.3215949e-05
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,kera-onnx,1,3,onnxruntime,89756056,44688723,0.06530523300170898,0.010945558547973633,10.061431407928467,,10.301719665527344,2.1969097e-07,7.003109e-11,9.094947e-13,1.0728836e-06,3.4023844e-06,2.4595506e-06,8.0768604e-07,9.142767e-06
resnet18,keras,6,tf_resnet18-cifar10_2021-10-29_6,keras-keras2,1,3,onnx2keras,89756056,44817208,0.06530523300170898,0.33684730529785156,0.49427032470703125,0.183241605758667,1.9948756694793701,1.03759895e-07,5.7480065e-10,1.563194e-13,5.364418e-07,5.5537485e-06,4.9260543e-06,8.195284e-07,1.2619945e-05
