5.677225090039428324e-06,2.972731408590334468e-06,9.789356961846351624e-03,3.382094746484654024e-06,4.779378883540630341e-03,1.880813390016555786e-03,1.357602654024958611e-03,5.764956313214497641e-06,9.744513034820556641e-01,7.723710034042596817e-03
6.665793080173898488e-06,2.672127720870776102e-06,1.302335225045681000e-02,2.757970378297613934e-06,3.770529292523860931e-03,1.596911228261888027e-03,1.302744494751095772e-03,6.073686108720721677e-06,9.740464687347412109e-01,6.241826806217432022e-03
5.426192728918977082e-06,2.901845618907827884e-06,1.210789568722248077e-02,3.238295903429389000e-06,7.449651136994361877e-03,1.754711498506367207e-03,1.878359238617122173e-03,6.217347163328668103e-06,9.714259505271911621e-01,5.365628749132156372e-03
3.700329898492782377e-06,1.807246349017077591e-06,5.697153974324464798e-03,2.742285460044513457e-06,3.312855726107954979e-03,1.714066020213067532e-03,8.591111400164663792e-04,3.315707999718142673e-06,9.833769798278808594e-01,5.028262734413146973e-03
5.383391908253543079e-06,2.527979177102679387e-06,8.311976678669452667e-03,3.593596147766220383e-06,5.373337306082248688e-03,1.677905558608472347e-03,1.317206653766334057e-03,6.107336503191618249e-06,9.751547574996948242e-01,8.147244341671466827e-03
6.409010893548838794e-06,2.937562840088503435e-06,1.056290976703166962e-02,1.963310296559939161e-06,9.168105199933052063e-03,1.352585037238895893e-03,2.139591146260499954e-03,6.829451649537077174e-06,9.707188606262207031e-01,6.039781495928764343e-03
5.903782039240468293e-06,2.964011173389735632e-06,7.678677327930927277e-03,5.004601007385645062e-06,6.613225210458040237e-03,2.372445072978734970e-03,1.627670251764357090e-03,5.902937573409872130e-06,9.732713103294372559e-01,8.416841737926006317e-03
3.796227474595070817e-06,2.072675897579756565e-06,7.400330621749162674e-03,2.051187038887292147e-06,5.925661884248256683e-03,1.225222367793321609e-03,1.478193444199860096e-03,4.070940121891908348e-06,9.782630801200866699e-01,5.695506930351257324e-03
5.205194156587822363e-06,2.763703605523915030e-06,8.103367872536182404e-03,3.482797183096408844e-06,4.192500840872526169e-03,2.088869689032435417e-03,1.169011695310473442e-03,6.057261543901404366e-06,9.760099053382873535e-01,8.418787270784378052e-03
7.164921044022776186e-06,3.105932364633190446e-06,1.491112075746059418e-02,2.568511945355567150e-06,5.077692214399576187e-03,1.289259060285985470e-03,1.371808582916855812e-03,4.527063083514804021e-06,9.704874157905578613e-01,6.845327094197273254e-03
4.901701686321757734e-06,3.273899665146018378e-06,9.825625456869602203e-03,4.236538643453968689e-06,9.822252206504344940e-03,2.166656078770756721e-03,1.908989739604294300e-03,5.872866495337802917e-06,9.689534902572631836e-01,7.304748054593801498e-03
4.080875896761426702e-06,2.800973334160516970e-06,9.613722562789916992e-03,4.496405836107442155e-06,5.164170172065496445e-03,2.883261302486062050e-03,2.006225287914276123e-03,5.733877060265513137e-06,9.711298346519470215e-01,9.185710921883583069e-03
7.536718840128742158e-06,4.142375473747961223e-06,1.343493070453405380e-02,4.968727807863615453e-06,7.248230744153261185e-03,2.244323724880814552e-03,2.077651210129261017e-03,4.641090527002234012e-06,9.663409590721130371e-01,8.632650598883628845e-03
4.406727839523227885e-06,2.825302090059267357e-06,1.554909069091081619e-02,3.886713784595485777e-06,9.033607318997383118e-03,1.463122782297432423e-03,2.525724936276674271e-03,6.281336027313955128e-06,9.668037295341491699e-01,4.607331007719039917e-03
7.346493475779425353e-06,3.621310952439671382e-06,9.716627188026905060e-03,4.549385721475118771e-06,6.988239474594593048e-03,2.094557508826255798e-03,1.685858587734401226e-03,6.244390988285886124e-06,9.680828452110290527e-01,1.141020841896533966e-02
5.849081389897037297e-06,2.482109493939788081e-06,1.431459188461303711e-02,2.490731276338919997e-06,5.694038234651088715e-03,1.234187860973179340e-03,2.036042278632521629e-03,9.373227840114850551e-06,9.697924852371215820e-01,6.908436305820941925e-03
3.930049842892913148e-06,1.955191237357212231e-06,1.158777903765439987e-02,2.184821141781867482e-06,3.948569297790527344e-03,1.216649194248020649e-03,7.601813413202762604e-04,4.528626050159800798e-06,9.764912724494934082e-01,5.982922855764627457e-03
