model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,kera-onnx,1,0,onnxruntime,89756056,44688713,3.2257111072540283,0.011330604553222656,12.372416496276855,,15.793095827102661,1.2759824e-08,1.5518253e-11,0.0,1.1920929e-07,5.196611e-06,5.190241e-06,0.0,1.1361268e-05
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,keras-keras2,1,0,onnx2keras,89756056,44817200,3.2257111072540283,0.41263318061828613,0.5009925365447998,0.18527817726135254,5.315850019454956,5.882165e-10,1.3812951e-11,0.0,5.355105e-09,7.347451e-06,6.692011e-06,0.0,1.9146582e-05
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,onnx-keras2,1,0,onnx2keras,89756056,44817200,3.2257111072540283,0.41263318061828613,0.5009925365447998,0.18527817726135254,5.315850019454956,1.2227908e-08,3.7516656e-11,1.1768364e-14,1.1920929e-07,7.72857e-06,8.52411e-06,1.1933464e-07,1.1361397e-05
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,kera-onnx,1,1,onnxruntime,89756056,44688719,0.06631827354431152,0.011295557022094727,11.190958499908447,,11.426598072052002,4.812374e-10,4.388312e-11,0.0,3.4924597e-09,3.4051834e-06,3.7885466e-06,0.0,7.562295e-06
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,keras-keras2,1,1,onnx2keras,89756056,44817200,0.06631827354431152,0.33235669136047363,0.4846527576446533,0.17967796325683594,2.0451102256774902,2.3924357e-10,2.7966962e-11,0.0,1.6298145e-09,3.634188e-06,2.752862e-06,0.0,8.538271e-06
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,onnx-keras2,1,1,onnx2keras,89756056,44817200,0.06631827354431152,0.33235669136047363,0.4846527576446533,0.17967796325683594,2.0451102256774902,6.656384e-10,2.1032065e-11,0.0,5.122274e-09,3.2852925e-06,2.4127532e-06,0.0,9.574113e-06
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,kera-onnx,1,2,onnxruntime,89756056,44688719,0.30017828941345215,0.011939048767089844,10.183136701583862,,10.692806005477905,3.6859546e-10,4.4110493e-11,0.0,2.6775524e-09,3.7914265e-06,4.426398e-06,0.0,9.4897305e-06
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,keras-keras2,1,2,onnx2keras,89756056,44817200,0.30017828941345215,0.3312497138977051,0.49746060371398926,0.18143844604492188,2.2543697357177734,2.3034377e-09,7.435119e-11,0.0,2.0372681e-08,8.213179e-06,8.539458e-06,0.0,1.534234e-05
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,onnx-keras2,1,2,onnx2keras,89756056,44817200,0.30017828941345215,0.3312497138977051,0.49746060371398926,0.18143844604492188,2.2543697357177734,2.5459772e-09,7.753442e-11,0.0,2.3050234e-08,9.842613e-06,1.0464414e-05,0.0,1.9982785e-05
resnet18,keras,1,tf_resnet18-cifar10_2021-10-29_1,kera-onnx,1,3,onnxruntime,89756056,44688723,0.06550264358520508,0.011053323745727539,10.136064767837524,,10.377298355102539,2.9167495e-09,7.412382e-11,0.0,2.7706847e-08,5.5346472e-06,4.825767e-06,0.0,1.0441496e-05
