model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,kera-onnx,1,0,onnxruntime,89756056,44688713,3.384434223175049,0.011317014694213867,13.31352424621582,,17.05049729347229,3.3262495e-08,6.148184e-10,3.9790393e-13,2.0116568e-07,3.9912948e-06,3.2093203e-06,1.2659557e-07,8.347661e-06
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,keras-keras2,1,0,onnx2keras,89756056,44817208,3.384434223175049,0.40488171577453613,0.4977705478668213,0.1631476879119873,5.468571662902832,6.545811e-09,4.181402e-10,0.0,3.608875e-08,5.94533e-06,7.621211e-06,0.0,1.139522e-05
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,onnx-keras2,1,0,onnx2keras,89756056,44817208,3.384434223175049,0.40488171577453613,0.4977705478668213,0.1631476879119873,5.468571662902832,3.2142946e-08,2.1827873e-10,2.1316282e-13,1.7508864e-07,2.838075e-06,2.5111576e-06,1.2659558e-07,6.8454533e-06
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,kera-onnx,1,1,onnxruntime,89756056,44688719,0.0668187141418457,0.010662555694580078,11.52807092666626,,11.776140689849854,3.7533168e-09,2.7876013e-10,0.0,2.6077032e-08,5.2974083e-06,4.8015654e-06,0.0,1.2394544e-05
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,keras-keras2,1,1,onnx2keras,89756056,44817208,0.0668187141418457,0.3414149284362793,0.47914767265319824,0.19569897651672363,1.979285478591919,8.3501604e-08,6.2573235e-10,9.947598e-14,4.172325e-07,7.067237e-06,7.407104e-06,4.4068352e-07,1.8622275e-05
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,onnx-keras2,1,1,onnx2keras,89756056,44817208,0.0668187141418457,0.3414149284362793,0.47914767265319824,0.19569897651672363,1.979285478591919,8.523833e-08,4.3291948e-10,7.247536e-13,4.172325e-07,5.4858865e-06,4.751509e-06,4.4068352e-07,1.0928042e-05
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,kera-onnx,1,2,onnxruntime,89756056,44688719,0.06888151168823242,0.010586261749267578,10.383525371551514,,10.668824434280396,1.9713725e-07,9.640644e-11,2.1316282e-13,1.013279e-06,4.5395523e-06,2.6800194e-06,7.5515675e-07,1.7054324e-05
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,keras-keras2,1,2,onnx2keras,89756056,44817208,0.06888151168823242,0.3356971740722656,0.5037355422973633,0.18116068840026855,2.017082452774048,1.0790508e-07,5.329639e-10,1.4352963e-12,5.8859587e-07,6.6731795e-06,6.7259766e-06,5.0632576e-07,1.6741466e-05
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,onnx-keras2,1,2,onnx2keras,89756056,44817208,0.06888151168823242,0.3356971740722656,0.5037355422973633,0.18116068840026855,2.017082452774048,8.9603375e-08,5.0931703e-10,1.2221335e-12,5.364418e-07,7.736019e-06,6.5766044e-06,5.696165e-07,1.9433559e-05
resnet18,keras,4,tf_resnet18-cifar10_2021-10-29_4,kera-onnx,1,3,onnxruntime,89756056,44688723,0.06622791290283203,0.010604143142700195,10.395995616912842,,10.642980098724365,8.846278e-08,8.258212e-10,2.0179414e-12,4.2840838e-07,6.0935713e-06,6.654727e-06,4.4001746e-07,9.173864e-06
